fam162a	FAM162B
si:dkey-52p2.5	ULBP2
si:dkey-52p2.5	RAET1G
si:dkey-52p2.5	CD1B
ralgps2	RALGPS2
tmem131l	TMEM131L
ccnt1	CCNT1
si:dkeyp-104b3.21	FCAMR
lgi2b	LGI2
trim16	TRIM16
adgrb1a	ADGRB1
ppp1r37	PPP1R37
ankrd10a	ANKRD10
stard13b	STARD13
erbb4a	ERBB4
mfsd6a	MFSD6
pde4bb	PDE4B
gna14a	GNA14
nphs2	NPHS2
si:ch211-194p6.8	ITLN2
tmem184bb.1	TMEM184B
amt	AMT
sv2ba	SV2B
git2b	GIT2
sp7	SP7
ckap5	CKAP5
nudt19	NUDT19
zrsr2	ZRSR2
hmga2	HMGA2
si:ch211-194p6.7	ITLN1
coro1a	CORO1A
iqsec1b	IQSEC1
itih2	ITIH2
tfeb	TFEB
dnajc14	DNAJC14
gpx1a	GPX3
gpx1a	GPX5
mtmr1a	MTMR1
slc6a4a	SLC6A4
pdik1l	PDIK1L
tmed8	TMED8
ccdc149b	CCDC149
tent5ba	TENT5B
arhgef12b	ARHGEF12
kif3cb	KIF3C
tagln	TAGLN
cltcb	CLTC
zdhhc23a	ZDHHC23
egfra	EGFR
rbpms2a	RBPMS2
otc	OTC
daam2	DAAM2
ext2	EXT2
ttc19	TTC19
vegfab	VEGFA
lgals9l4	LGALS16
lgals9l4	LGALS13
lgals9l4	LGALS14
skila	SKIL
pafah1b1a	PAFAH1B1
ap1s2	AP1S2
ankra2	ANKRA2
znf326	ZNF326
vip	VIP
mhc1lga	ULBP3
mhc1lga	RAET1E
mhc1lga	CD1A
mhc1lga	CD1C
mhc1lga	RAET1L
mhc1lga	CD1D
mhc1lga	CD1E
mhc1lga	ULBP1
mhc1lga	ULBP2
mhc1lga	RAET1G
mhc1lga	CD1B
tcta	TCTA
pcdh10a	PCDH10
cemip2	CEMIP2
ncs1a	NCS1
eif3bb	EIF3B
vrk3	VRK3
lgals9l1	LGALS16
lgals9l1	LGALS13
lgals9l1	LGALS14
ttc3	TTC3
espnla	ESPNL
plekhf2	PLEKHF2
safb	SAFB
noxred1	NOXRED1
si:dkey-172m14.2	ARRDC5
igsf8	IGSF8
sdf4	SDF4
nucb2b	NUCB2
chm	CHML
chm	CHM
btbd3b	BTBD3
nccrp1	NCCRP1
meis3	MEIS3P2
meis3	MEIS3
fbxl16	FBXL16
rnf214	RNF214
col9a2	COL9A2
abcg8	ABCG8
mier1b	MIER1
cd99l2	CD99L2
e2f7	E2F7
letm2	LETM2
ipo4	IPO4
erich3	ERICH3
dennd1a	DENND1A
adamts2b	ADAMTS2
oclna	OCLN
gsg1l	GSG1L
paqr4a	PAQR4
mgaa	MGA
si:ch211-139a5.1	RNF214
emilin2b	EMILIN2
plxna4	PLXNA4
znf646	ZNF160
znf646	ZNF665
znf646	ZNF497
znf646	CTCFL
znf646	ZNF48
znf646	ZNF785
znf646	ZNF347
znf646	ZNF84
znf646	ZNF282
znf646	ZNF764
znf646	ZNF747
znf646	ZNF688
znf646	ZFP92
znf646	ZNF208
znf646	ZNF91
znf646	ZNF184
znf646	ZNF107
znf646	ZNF729
znf646	ZNF99
znf646	ZNF689
znf646	ZNF181
znf646	ZNF302
ndufaf6	NDUFAF6
si:ch73-59p9.2	GGTLC2
si:ch73-59p9.2	GGTLC3
si:ch73-59p9.2	GGT1
si:ch73-59p9.2	GGTLC1
mmp2	MMP2
phf20b	PHF20
herc2	HERC2
ptges3b	PTGES3
paqr5a	PAQR5
eif3c	EIF3C
eif3c	EIF3CL
cav2	CAV2
metap1d	METAP1D
tmem119b	TMEM119
abcg5	ABCG5
myl4	MYL3
myl4	MYL4
nhp2	NHP2
gbp2	GBP2
si:dkeyp-104b3.18	FCAMR
ube4b	UBE4B
psme4b	PSME4
fhl3b	FHL3
mtdha	MTDH
mtdha	MAMSTR
rpl36a	RPL36AL
pfdn4	PFDN4
kin	KIN
gucy2cb	GUCY2C
rab3da	RAB3D
gvin1l2	URGCP
mroh1	MROH1
si:ch1073-15f19.2	CD96
atr	ATR
gga3b	GGA3
cd37	CD37
lgals9l3	LGALS16
lgals9l3	LGALS13
lgals9l3	LGALS14
tmem131	TMEM131
hmbsa	HMBS
ldb1a	LDB1
glyctk	GLYCTK
u2af1	U2AF1
rbm12bb	RBM12B
p4htma	P4HTM
pparaa	PPARA
si:ch73-236c18.3	GGTLC2
si:ch73-236c18.3	GGTLC3
si:ch73-236c18.3	GGT1
si:ch73-236c18.3	GGTLC1
slc5a7a	SLC5A7
pdk4	PDK4
st8sia5	ST8SIA5
ntng2a	NTNG2
cnot6b	CNOT6
lrrc8db	LRRC8D
efnb2a	EFNB2
drd3	DRD3
fgf16	FGF16
tdrkh	TDRD10
paip2b	PAIP2B
lrrc8c	LRRC8C
ggt1l2.1	GGTLC2
ggt1l2.1	GGTLC3
ggt1l2.1	GGT1
ggt1l2.1	GGTLC1
lmbrd1	LMBRD1
mrpl19	MRPL19
itga3b	ITGA3
ccdc88b	CCDC88B
ap3m2	AP3M2
bmp2k	BMP2K
sox2	SOX2
soat2	SOAT2
ttc7a	TTC7A
nsun2	NSUN2
guca1d	GUCA1C
guca1d	HPCAL4
scml2	SCML2
rasal3	RASAL3
cldn11b	CLDN11
kbtbd2	KBTBD2
si:ch1073-396h14.1	ADAM21
si:ch1073-396h14.1	ADAM29
tmf1	TMF1
slc17a6a	SLC17A6
ckba	CKB
tnrc6bb.1	TNRC6B
lsm4	LSM4
socs1b	SOCS5
socs1b	SOCS4
hoxb8b	HOXB8
abi1a	ABI1
si:ch211-160o17.2	INPP1
ccdc65	CCDC65
pknox2	PKNOX2
arhgef15a	ARHGEF15
acot11a	ACOT11
rom1b	ROM1
si:dkey-119m7.8	SLC22A6
si:dkey-119m7.8	SLC22A9
si:dkey-119m7.8	SLC22A12
si:dkey-119m7.8	SLC22A24
si:dkey-119m7.8	SLC22A3
si:dkey-119m7.8	SLC22A14
si:dkey-119m7.8	SLC22A1
si:dkey-119m7.8	SLC22A10
si:dkey-119m7.8	SLC22A25
si:dkey-119m7.8	SLC22A5
si:dkey-119m7.8	SLC22A4
si:dkey-119m7.8	SLC22A11
slc44a1b	SLC44A1
pcgf6	PCGF6
wdr55	WDR55
zbtb47a	ZBTB47
arsa	ARSA
mtss1la	MTSS2
cpeb1b	CPEB1
cachd1	CACHD1
adamts18	ADAMTS18
mitd1	MITD1
camk1b	CAMK1
rragcb	RRAGD
rragcb	RRAGC
luc7l	LUC7L
coro2aa	CORO2A
zgc:112416	C21orf58
brd2a	BRD2
notch2	NOTCH2
nat10	NAT10
grpel2	GRPEL2
dock3	DOCK3
ntng2b	NTNG2
pcxa	PC
ppp1r8a	PPP1R8
inaa	INA
pdss1	PDSS1
gltpb	GLTP
tmem138	TMEM138
sdc2	SDC2
slc7a14b	SLC7A14
ggt5a	GGT5
wdr36	WDR36
polr1c	POLR1C
hspa12b	HSPA12B
lin52	LIN52
snrpd3l	SNRPD3
farp1	FARP1
b9d1	B9D1
klhl30	KLHL30
drgx	DRGX
actn2b	ACTN2
jam2a	JAM2
jam2a	VSIR
jam2a	MUC15
jam2a	CLMP
dmrt3a	DMRT3
dcun1d1	DCUN1D1
c3a.1	C3
sona	SON
SLC25A1	SLC25A1
tph2	TPH2
mcm5	MCM5
tspan3b	TSPAN3
cd74a	CD74
abcc8	ABCC8
trmt61a	TRMT61A
pck2	PCK2
mdka	MDK
tvp23b	TVP23B
tvp23b	TVP23C
farsa	FARSA
tmc4	TMC4
wnt16	WNT16
syt1a	SYT1
telo2	TELO2
qng1	QNG1
opa1	OPA1
elmod2	ELMOD2
rras	RRAS
si:dkeyp-104b3.2	FCAMR
metap1	METAP1
alms1	CEP295
alms1	CEP295NL
tp53inp1	TP53INP1
si:dkeyp-104b3.1	FCAMR
rock2a	ROCK2
ptbp1b	PTBP1
klhl10b.2	KLHL10
chmp4bb	CHMP4B
chmp4bb	CHMP4BP1
kctd12.2	KCTD12
rbms1a	RBMS1
proca1	PROCA1
prom2	PROM2
artna	ARTN
pld6	PLD6
gmfb	GMFB
plekha1b	PLEKHA1
renbp	RENBP
dmrt2a	DMRT2
magi3a	MAGI3
taar1b	TAAR1
nagpa	NAGPA
aire	AIRE
pkd2	PKD2
pde11al	PDE4C
pde11al	PDE11A
heg1	HEG1
dipk2b	DIPK2B
adi1	ADI1
FUT9	FUT9
hspa4l	HSPA4L
mhc1lia	HLA-G
mhc1lia	HLA-B
mhc1lia	HLA-F
mhc1lia	HLA-C
mhc1lia	HLA-E
mhc1lia	HLA-A
ccz1	CCZ1
ccz1	CCZ1B
slc35a2	SLC35A2
golga7ba	GOLGA7B
dhrs11a	DHRS11
grm2b	GRM2
srsf3a	SRSF3
ccne2	CCNE2
taf7	TAF7
cela1.7	CELA1
ilf3b	ILF3
psen1	PSEN1
cav1	CAV1
cbln12	CBLN3
neb	NEB
ptch1	PTCH1
endog	ENDOG
rrp9	RRP9
taf15	TAF15
ihha	DHH
shank3b	SHANK3
tmem165	TMEM165
themis2	THEMIS2
slc25a13	SLC25A13
hs1bp3	HS1BP3
uba1	UBA7
elavl4	ELAVL4
napaa	NAPA
zfpm2a	ZFPM2
dnajc5b	DNAJC5B
vstm4a	VSTM4
trim2b	TRIM2
fam83fb	FAM83F
fam83fb	FAM83E
ptk2bb	PTK2B
lztr1	LZTR1
qtrt2	QTRT2
myom1b	MYOM1
btbd11a	ABTB3
gigyf2	GIGYF2
coro1cb	CORO1C
ier5l	IER5L
rb1	RB1
cul4b	CUL4B
alox5ap	ALOX5AP
slc30a1b	SLC30A1
oxct1a	OXCT2
oxct1a	OXCT1
uroc1	UROC1
tmem258	TMEM258
arnt2	ARNT2
msrb3	MSRB3
stx7l	STX7
il17rel	IL17REL
cyp51	CYP51A1
trhrb	TRHR
ssh1a	SSH1
pex5	PEX5
yjefn3	YJEFN3
myrf	MYRF
si:ch211-9d9.7	FCAMR
pard6a	PARD6A
msl2a	MSL2
taar13b	TAAR5
lpar6b	LPAR6
taar13e	TAAR5
caskin2	CASKIN2
mfhas1	MFHAS1
simc1	SIMC1
rpl22l1	RPL22L1
atp2a2b	ATP2A2
mtpn	MTPN
taar13a	TAAR5
pmelb	PMEL
fancf	FANCF
dlx3b	DLX3
zdhhc15b	ZDHHC15
rhoua	RHOU
alg3	ALG3
abcf2a	ABCF2
taar13d	TAAR5
usta	UST
ppp4cb	PPP4C
c1qtnf12	C1QTNF12
prkci	PRKCI
si:dkeyp-117b11.1	BLNK
cgnb	CGN
clcn5b	CLCN5
sh3yl1	SH3YL1
serpinb14	SERPINB8
tln2b	TLN2
tmem218	TMEM218
tmem192	TMEM192
srd5a3	SRD5A3
si:ch211-199g17.9	SYCE1L
si:ch211-199g17.9	SYCE1
rad54l	RAD54L
znf385a	ZNF385A
adamts6	ADAMTS6
alx4a	ALX4
st6galnac1.2	ST6GALNAC1
cluha	CLUH
taar13c	TAAR5
serpine3	SERPINE3
ttc5	TTC5
slc23a3	SLC23A3
phc2a	PHC3
cnn1a	CNN1
rcan1a	RCAN1
rpgra	RPGR
tmem97	TMEM97
lrrc41	LRRC41
eif2b3	EIF2B3
tcea3	TCEA3
crls1	CRLS1
ell	ELL
znf236	ZNF236
vamp3	VAMP3
cbln18	CBLN3
ksr1b	KSR1
CCNB1IP1	CCNB1IP1
tac3a	TAC3
slc8a2a	SLC8A2
rapgef1b	RAPGEF1
mrps18a	MRPS18A
si:ch211-9d9.8	FCAMR
klhl40a	KLHL40
plxnb1a	PLXNB1
ift20	IFT20
mespab	MESP2
mespab	MESP1
sox3	SOX3
lrrn1	LRRN1
cc2d1b	CC2D1B
selenoh	CENPA
efcab11	EFCAB11
nsmfa	NSMF
serpinb1l1	SERPINB8
avl9	AVL9
hhatla	HHATL
fkbp11	FKBP11
unc93b1	UNC93B1
met	MET
zdhhc2	ZDHHC2
si:cabz01070274.1	LTBP4
crocc2	CEP250
cmbl	CMBL
nradd	TNFRSF10C
nradd	TNFRSF10B
nradd	TNFRSF10D
nradd	LTBR
nradd	TNFRSF18
nradd	TNFRSF10A
nradd	CD27
nradd	TNFRSF14
ndufa4l2a	NDUFA4L2
vcanb	VCAN
gh1	GH1
gh1	CSH1
gh1	GH2
gh1	CSH2
gh1	CSHL1
ccdc97	CCDC97
ddb2	DDB2
ywhabb	YWHAB
col19a1	COL17A1
ankle2	ANKLE2
cilp2	CILP2
gem	GEM
fbln2	FBLN2
celf1	CELF1
trim55b	TRIM55
cct5	CCT5
si:rp71-1d10.8	TIGD1
fam163ab	FAM163A
nceh1a	NCEH1
srrd	SRRD
timm10	TIMM10
amotl2b	AMOTL2
olfml3a	OLFML3
tti2	TTI2
htr4	HTR4
ttyh1	TTYH1
cd34	CD34
pdcd2	PDCD2
mmp17b	MMP25
mat1a	MAT1A
scfd1	SCFD1
cyp20a1	CYP20A1
fance	FANCE
tmem183a	TMEM183A
dnajc28	DNAJC28
mak16	MAK16
trnt1	TRNT1
nudcd1	NUDCD1
loc100334908	CELA1
bcap31	BCAP31
ndufa7	NDUFA7
tbp	TBP
dlx4b	DLX4
chrm2a	CHRM2
mab21l3	MAB21L3
rpa2	RPA2
mtrr	MTRR
sgo1	SGO1
oaz2a	OAZ2
eya4	EYA4
nova2	NOVA1
eri1	ERI1
zgc:103759	NUDT16
zgc:103759	NUDT16L1
nle1	NLE1
dlat	DLAT
dtnbp1a	DTNBP1
mlpha	MLPH
crtac1a	CRTAC1
atxn10	ATXN10
pus7l	PUS7L
zgc:173729	SERPINB8
kbtbd4	KBTBD4
pigr	FCAMR
frmd4ba	FRMD4B
l3mbtl1a	L3MBTL1
kank3	KANK1
llgl1	LLGL1
cars2	CARS2
eif4a2	EIF4A2
kcnk3a	KCNK3
mespbb	MESP2
mespbb	MESP1
il11b	IL11
cited4a	CITED4
afap1l1b	AFAP1L1
polr1g	POLR1G
phka2	PHKA2
dok1a	DOK1
syt6a	SYT6
TRAPPC9	TRAPPC9
csdc2a	CSDC2
kdr	KDR
irx6a	IRX6
dab2ipa	DAB2IP
phb	PHB1
itgb6	ITGB6
chmp6b	CHMP6
rabgap1l	RABGAP1L
wdfy4	WDFY4
cpa4	CPA2
serpinb1l4	SERPINB8
mcf2la	MCF2L
dpys	DPYS
raf1b	RAF1
cct7	CCT7
ccdc191	CCDC191
hmox1a	HMOX1
dis3l2	DIS3L2
blmh	BLMH
med12	MED12
tnni3k	TNNI3K
rftn1a	RFTN1
nmbb	NMB
ltn1	LTN1
mapk8ip2	MAPK8IP2
fam110d	FAM110D
sem1	SEM1
si:ch73-181m17.1	GP2
si:dkey-121b10.7	HS3ST3B1
si:dkey-121b10.7	NDST3
si:dkey-121b10.7	HS3ST3A1
suz12b	SUZ12
abcd4	ABCD4
kat6a	KAT6A
rps6ka4	RPS6KA4
eif3jb	EIF3J
mespba	MESP2
mespba	MESP1
kat7b	KAT7
tnfrsf11a	TNFRSF1B
tnfrsf11a	TNFRSF25
tnfrsf11a	TNFRSF11A
tnfrsf11a	TNFRSF4
tnfrsf11a	TNFRSF10C
tnfrsf11a	TNFRSF10B
tnfrsf11a	TNFRSF10D
tnfrsf11a	LTBR
tnfrsf11a	TNFRSF18
tnfrsf11a	TNFRSF10A
tnfrsf11a	CD27
tnfrsf11a	TNFRSF14
tnfrsf11a	TNFRSF8
lrrc18a	LRRC18
utrn	UTRN
ndufv1	NDUFV1
rab34a	RAB34
pfas	PFAS
morn5	MORN5
cep162	CEP162
arhgap27l	ARHGAP27
ccdc92ba	CCDC92B
cdh17	CDH17
mespaa	MESP2
mespaa	MESP1
fancg	FANCG
stat5a	STAT5B
stat5a	STAT5A
dnajc19	DNAJC19
gpr52	GPR52
znf703	ZNF703
ttpa	TTPA
si:ch211-214p13.3	TIGIT
si:ch211-214p13.3	PVR
si:ch211-214p13.3	NCR3
si:ch211-214p13.3	SMAGP
cog5	COG5
pigp	PIGP
trmt112	TRMT112
chac2	CHAC2
cox6a2	COX6A1
crhb	CRH
flvcr2b	FLVCR2
zyg11	ZYG11A
zyg11	ZYG11B
ptpa	PTPA
aspm	ASPM
tbc1d15	TBC1D15
marveld2a	MARVELD2
arl6ip5a	ARL6IP5
sec23ip	SEC23IP
klhl14	KLHL14
p2ry2.1	P2RY2
ndnl2	MAGEB2
ndnl2	MAGEA1
ndnl2	MAGEF1
ndnl2	MAGEB18
ndnl2	MAGEA10
ndnl2	MAGEA11
ndnl2	MAGEB10
ndnl2	MAGEB17
ndnl2	MAGEL2
ndnl2	MAGEB6
ndnl2	MAGEB6B
ndnl2	MAGED2
ndnl2	MAGEB1
ndnl2	MAGED1
ndnl2	MAGED4
ndnl2	MAGED4B
ndnl2	MAGEA9
ndnl2	MAGEA9B
ndnl2	MAGEA8
ndnl2	MAGEH1
ndnl2	NDN
ndnl2	MAGEB3
ndnl2	MAGEA12
ndnl2	MAGEA2B
ndnl2	MAGEA2
ndnl2	MAGEB16
ndnl2	MAGEB4
ndnl2	MAGEE1
ndnl2	TRO
ndnl2	MAGEA4
ndnl2	MAGEA6
ndnl2	MAGEA3
ndnl2	MAGEE2
ndnl2	MAGEC2
ndnl2	MAGEC1
ndnl2	MAGEB5
ndnl2	MAGEC3
ifnphi2	IFNA6
ifnphi2	IFNW1
ifnphi2	IFNE
ifnphi2	IFNA4
ifnphi2	IFNA1
ifnphi2	IFNA14
ifnphi2	IFNK
ifnphi2	IFNA10
ifnphi2	IFNA2
ifnphi2	IFNB1
ifnphi2	IFNA8
ifnphi2	IFNA16
ifnphi2	IFNA5
ifnphi2	IFNA13
ifnphi2	IFNA17
ifnphi2	IFNA21
ifnphi2	IFNA7
mthfd1a	MTHFD1
per3	PER3
pdk1	PDK1
cdh15	CDH15
slc4a10b	SLC4A10
tesk1b	TESK1
p2ry2.2	P2RY2
cygb1	CYGB
rdm1	RDM1
lrrfip2	LRRFIP2
ech1	ECH1
ptgs1	PTGS1
armc5	ARMC5
mcts1	MCTS2
mcts1	MCTS1
ext1c	EXTL1
fam76b	FAM76B
dlx2b	DLX2
tnksb	TNKS
slc26a2	SLC26A2
mars2	MARS2
ep400	EP400
dctn2	DCTN2
p2ry2.3	P2RY2
cbln20	CBLN3
dpp4	DPP4
jmjd7	JMJD7
rasgrf1	RASGRF1
ifrd2	IFRD2
pdcb	PDC
tlcd2	TLCD2
napab	NAPA
hook1	HOOK1
cdc23	CDC23
tpmt.1	TPMT
pfkfb2a	PFKFB2
coro1ca	CORO1C
cdkl5	CDKL5
jag1b	NOTCH4
jag1b	JAG2
ttbk2a	CSNK1A1L
gpr22a	GPR22
relt	RELT
scocb	SCOC
klhl26	KLHL26
echdc2	ECHDC2
pim3	PIM3
trpm3	TRPM3
kcnj2a	KCNJ2
psma4	PSMA4
lhx6b	LHX6
kcnab1a	KCNAB1
dnajc3a	DNAJC5G
dnajc3a	DNAJC3
dnajc3a	DNAJC18
zw10	ZW10
fkbp5	FKBP5
myl9a	MYL9
zdhhc23b	ZDHHC23
tbpl2	TBPL2
kif20a	KIF20A
kcnj16a	KCNJ16
hdr	TNFRSF25
hdr	TNFRSF11A
hdr	TNFRSF4
hdr	TNFRSF10C
hdr	TNFRSF10B
hdr	TNFRSF10D
hdr	LTBR
hdr	TNFRSF18
hdr	TNFRSF10A
hdr	CD27
hdr	TNFRSF14
hdr	TNFRSF8
tpmt.2	TPMT
trappc9	TRAPPC9
pcyt1ba	PCYT1B
dnajc5ab	DNAJC5
phf20a	PHF20
pla2r1	PLA2R1
bmf2	BMF
scxb	SCX
ube2ql1	UBE2QL1
zgc:195077	SEPTIN14
asgr1a	CLEC4D
asgr1a	CLEC4M
asgr1a	CLEC4G
asgr1a	FCER2
asgr1a	CLEC6A
asgr1a	CD209
asgr1a	CLEC4C
asgr1a	CLEC4A
asgr1a	CD207
tbc1d1	TBC1D1
alpk3b	ALPK3
ddx49	DDX49
cstpp1	CSTPP1
coa7	COA7
myo15aa	MYO15A
swap70a	SWAP70
tusc3	TUSC3
pglyrp2	PGLYRP2
tlr2	TLR2
arf3b	ARF3
pomt2	POMT2
lmo7b	LMO7
fam83hb	FAM83H
loxhd1a	LOXHD1
mmp14b	MMP14
anp32b	ANP32B
ctps1a	CTPS1
ggt1a	GGTLC2
ggt1a	GGTLC3
ggt1a	GGT1
ggt1a	GGTLC1
gabrb3	GABRB3
vmp1	VMP1
sv2bb	SV2B
dscaml1	DSCAML1
dad1	DAD1
fam151a	FAM151A
ston2	STON2
pdxka	PDXK
hapln1b	HAPLN1
tmem94	TMEM94
grap2b	GRAP2
chmp3	CHMP3
ppp2r3a	PPP2R3A
tlcd5b	TLCD5
histh1l1	H1-6
prpf19	PRPF19
fbxo9	FBXO9
kdm4b	KDM4B
mapk8ip1a	MAPK8IP1
zgc:153409	H4C16
stab2	STAB2
eya3	EYA3
ppp1r14ab	PPP1R14A
vps13a	VPS13A
ptn	PTN
snx12	SNX12
muc5.1	MUC5B
gabra5	GABRA5
cyb561a3a	CYB561A3
ssr3	SSR3
xrra1	XRRA1
atp1a1b	ATP1A1
flot2a	FLOT2
ltb4r	LTB4R
hnrnpk	HNRNPK
sash1a	SASH1
clstn1	CLSTN1
mbd6	MBD6
col11a1a	COL11A1
slc35a5	SLC35A5
pawr	PAWR
kyat3.1	KYAT3
atg4db	ATG4D
dync2li1	DYNC2LI1
spint2	SPINT2
rnf175	RNF175
fbl	FBL
fbl	FBLL1
rpl14	RPL14
tmem62	TMEM62
nbeal2	NBEAL2
alox5b.3	ALOX5
cbx6a	NPTXR
neu3.1	NEU3
creld2	CRELD2
ddit3	DDIT3
caprin1a	CAPRIN1
ppp1r3b	PPP1R3B
marchf1	MARCHF1
cetn2	CETN1
sftpba	PSAPL1
sftpba	SFTPB
robo4	CNTN2
fam185a	FAM185A
cul4a	CUL4A
mcama	MCAM
alkbh8	ALKBH8
cep170aa	CEP170
hmgxb3	HMGXB3
ylpm1	YLPM1
cimip5	CIMIP5
dldh	DLD
flrt1b	FLRT1
kcnk9	KCNK9
atp5pf	ATP5PF
si:dkeyp-93a5.2	TPSD1
si:dkeyp-93a5.2	TPSG1
si:dkeyp-93a5.2	TPSAB1
si:dkeyp-93a5.2	TPSB2
macrod1	MACROD1
r3hcc1l	R3HCC1L
c1galt1c1	C1GALT1C1
c1galt1c1	C1GALT1C1L
si:dkey-239b22.2	GP2
exoc3l2b	EXOC3L2
itln2	ITLN2
drg2	DRG2
rsph9	RSPH9
uqcrh	UQCRHL
uqcrh	UQCRH
col19a1	COL15A1
abhd4	ABHD4
aco2	ACO2
acap2a	ACAP2
kcnf1b	KCNF1
ndufa8	NDUFA8
vars1	VARS1
scamp2	SCAMP2
ubqln4	UBQLN4
wsb1	WSB1
sox1a	SOX1
coq10b	COQ10B
znf652	ZNF652
fgf20a	FGF20
ctdsplb	CTDSPL
hadhab	HADHA
plcxd3	PLCXD3
asb3	ASB3
foxred2	FOXRED2
kansl1l	KANSL1L
srpx	SRPX
dcp2	DCP2
mkrn2	MKRN2
edil3b	EDIL3
sp6	SP6
mapk12a	MAPK12
abi1b	ABI1
anapc1	ANAPC1
cdnf	CDNF
lzic	LZIC
zbtb25	ZBTB25
zgc:158868	DHRS2
ltb4r2a	LTB4R2
manf	MANF
kcnj11	KCNJ11
slc17a9b	SLC17A9
inppl1b	SH2D1B
lim2.4	LIM2
fhdc5	FHDC1
neu3.2	NEU3
nup42	NUP42
frmd8	FRMD8
si:dkey-46g23.2	A2ML1
si:dkey-46g23.2	PZP
eif5a	EIF5A2
nmnat1	NMNAT1
gal3st3	GAL3ST3
tiparp	TIPARP
csde1	CSDE1
mif	MIF
kri1	KRI1
si:ch73-105b23.6	MUC4
galr2a	GALR2
dnal4a	DNAL4
cryz	CRYZ
bin1a	BIN1
si:ch211-89o9.6	ZNF200
si:ch211-89o9.6	KRBOX1
slc25a46	SLC25A46
si:ch211-283g2.5	CLEC4D
si:ch211-283g2.5	CLEC4M
si:ch211-283g2.5	CLEC4G
si:ch211-283g2.5	FCER2
si:ch211-283g2.5	CLEC6A
si:ch211-283g2.5	CD209
si:ch211-283g2.5	CLEC4C
si:ch211-283g2.5	CLEC4A
si:ch211-283g2.5	CD207
mrap2a	MRAP2
klhl21	KLHL21
acd	ACD
aldh9a1a.2	ALDH9A1
pdk3a	PDK3
gfer	GFER
sec61a1a	SEC61A1
shprh	SHPRH
rbp7a	FABP5
rbp7a	RBP5
rbp7a	FABP4
rbp7a	PMP2
rbp7a	FABP12
rbp7a	FABP9
gid8b	GID8
apbb1ip	APBB1IP
zbtb1	ZBTB1
znf541	ZNF541
rrm2b	RRM2B
znf423	ZNF423
golga3	GOLGA3
ireb2	IREB2
elob	ELOB
colec12	COLEC12
si:dkeyp-93a5.3	PRSS33
si:dkeyp-93a5.3	KLK15
si:dkeyp-93a5.3	PRSS48
tia1l	TIA1
enpp1	ENPP1
stag2b	STAG2
gcna	GCNA
gramd1c	GRAMD1C
si:dkey-271n12.1	HTRA2
syngr3a	SYNGR3
uba3	UBA3
hccsa.2	HCCS
rasa1b	RASA1
syne1a	SYNE1
slc6a8	SLC6A8
zc2hc1a	ZC2HC1A
trappc12	TRAPPC12
rpl10a	RPL10A
lrriq3	LRRIQ3
mto1	MTO1
klhl10a	KLHL10
chst12b.1	CHST12
roraa	RORA
fancc	FANCC
reep1	REEP1
med10	MED10
fpgt	FPGT
usp28	USP28
iqca1	IQCA1
ptgs2b	PTGS2
slc7a7	SLC7A7
tyw3	TYW3
exoc7	EXOC7
ndufa5	NDUFA5
dlgap4a	DLGAP4
pik3c3	PIK3C3
bbof1b	BBOF1
htr3b	HTR3B
bpgm	BPGM
traf3ip1	TRAF3IP1
si:dkey-10b15.8	HTRA2
nr2f1a	NR2F1
iqsec3b	IQSEC3
rom1a	ROM1
bag5	BAG5
gask1b	GASK1B
kcng1	KCNG1
micu3a	MICU3
ly75	LY75
nisch	NISCH
erbb3a	ERBB3
zc3h14	ZC3H14
khsrp	KHSRP
hprt1	HPRT1
rbm15b	RBM15B
itga6b	ITGA6
vwa5b2	VWA5B2
fkbp8	FKBP8
ppwd1	PPWD1
dlx5a	DLX5
cpa2	CPA2
n4bp2l2	N4BP2L2
rin1b	RIN1
zfp91	ZFP91
ackr3b	ACKR3
mrpl35	MRPL35
ren	REN
glud1a	GLUD2
glud1a	GLUD1
cuedc1b	CUEDC1
cacna1sa	CACNA1S
neu3.3	NEU3
cspp1b	CSPP1
eef2kmt	EEF2KMT
eef2kmt	FAM86B1
eef2kmt	FAM86B2
nipblb	NIPBL
b3gnt5b	B3GNT5
zgc:113337	TIGIT
zgc:113337	PVR
zgc:113337	NECTIN2
zgc:113337	NCR3
zgc:113337	SMAGP
dlx6a	DLX6
pds5b	PDS5B
selenoo1	SELENOO
tdrd12	TDRD12
st3gal1	ST3GAL1
btbd16	BTBD16
btbd16	C10orf120
shld2	SHLD2
ralgapa1	RALGAPA1
reep5	REEP5
p4ha1b	P4HA1
trim2a	TRIM2
C3H16orf89	C16orf89
nfya	NFYA
sgk2a	SGK2
leng9	LENG9
psme1	PSME1
dio2	DIO2
usp32	USP6
usp32	USP32
klhl20	KLHL20
olfm3a	OLFM3
rev1	REV1
rassf2b	RASSF2
brd1b	BRD1
abi2b	ABI2
spg7	SPG7
plxna2	PLXNA2
rims2a	RIMS2
plcb3	PLCB3
vezf1b	VEZF1
unk	UNK
chrm4a	CHRM4
actr5	ACTR5
ttyh3b	TTYH3
sdad1	SDAD1
cilp	CILP
fynb	FYN
chtf8	CHTF8
ppt2b	PPT2
mast1b	MAST1
sned1	SNED1
smarcad1b	SMARCAD1
si:ch73-105b23.1	NOTCH4
thoc3	THOC3
ERBB4	ERBB4
paqr3a	PAQR3
si:ch211-194p6.10	ITLN2
itm2cb	ITM2C
cald1b	CALD1
