marchf1	36951
nr2c2ap	NR2C2AP
nr2e1	NR2E1
nr2f1a	NR2F1
nr2f2	NR2F2
nr2f6a	NR2F6
nr2f6b	NR2F6
nr3c1	NR3C1
LOC107386710	NR3C1
nr3c2	NR3C2
nr4a1	NR4A1
LOC107385615	NR4A1
nr4a2a	NR4A2
LOC107384697	NR4A2
nr4a3	NR4A3
LOC107393815	NR5A1
nr5a1b	NR5A1
nr5a2	NR5A2
nr5a5	NR5A2
nr6a1a	NR6A1
nrarpa	NRARP
nrbf2b	NRBF2
nrbp1	NRBP1
LOC107381213	NRBP1
nrbp2b	NRBP2
nrcama	NRCAM
LOC107388489	NRCAM
nrd1a	NRDC
nrf1	NRF1
nrg1	NRG1
nrg2a	NRG2
LOC107388774	NRG4
nrg2b	NRG2
LOC107376132	NRG3
nrip1b	NRIP1
nrip2	NRIP2
si:zfos-2326c3.2	NRK
nrl	MAF
nrn1a	NRN1
LOC107385607	NRN1
LOC107381583	NRN1L
nrp1a	NRP1
LOC107383439	NRP1
nrp2a	NRP2
LOC107390185	NRP2
nrsn1	NRSN2
nrsn1l	NRSN2
LOC107383577	NRTN
nrxn1a	NRXN1
nrxn2a	NRXN3
nrxn3a	NRXN3
LOC107378159	NRXN3
nsa2	NSA2
nsd1a	WHSC1
nsd1b	WHSC1
nsdhl	NSDHL
nsfa	NSF
LOC107387615	NSF
nsfl1c	NSFL1C
nsmaf	NSMAF
nsmce1	NSMCE1
LOC107378778,LOC139070091	NSMCE2
nsmce4a	EID3
nsmfa	NSMF
nsrp1	NSRP1
nsun2	NSUN2
nsun3	NSUN3
nsun4	NSUN4
nsun5	NSUN5
nsun6	NSUN6
LOC107373614	NSUN7
LOC107375188	NSUN7
LOC107388268	NT5M
nt5c1aa	NT5C1A
LOC107377725	NT5C1B
nt5c2a	NT5C2
nt5c2l1	NT5DC4
nt5c3a	NT5C3A
LOC107395133	NT5C3B
LOC107387862	NT5C3B
nt5dc2	NT5DC2
nt5dc3	NT5DC3
nt5e	NT5E
ntan1	NTAN1
ntd5	APOH
LOC107378435	NTF4
ngfa	NGF
nthl1	NTHL1
tbxtb	T
ntmt1	NTMT1
ntn1b	NTN1
ntn2	NTN3
ntn4	NTN4
ntn5	NTN5
ntng1a	NTNG1
ntng2b	NTNG2
LOC107386303	NTNG2
ntpcr	NTPCR
ntrk1	NTRK1
ntrk2a	NTRK2
ntrk2b	NTRK2
ntrk3b	NTRK3
LOC107396553	NTRK3
ntsr1	NTSR1
nuak1b	NUAK1
nuak2	NUAK2
nub1	NUB1
nubp1	NUBP1
nubp2	NUBP2
nubpl	NUBPL
nucks1a	NUCKS1
nudcd2	NUDCD2
nudcd3	NUDCD3
nudt1	NUDT1
nudt12	NUDT12
nudt13	NUDT13
nudt14	NUDT14
nudt15	NUDT15
nudt17	NUDT17
nudt18	NUDT18
nudt19	NUDT19
nudt2	NUDT2
nudt22	NUDT22
nudt3b	NUDT3
nudt4a	NUDT4
nudt4b	NUDT4
nudt5	NUDT5
nudt6	NUDT6
nudt8	NUDT8
nudt9	TRPM2
nuf2	NUF2
nufip1	NUFIP1
nufip2	NUFIP2
numa1	NUMA1
numb	NUMB
numbl	NUMB
nup107	NUP107
nup133	NUP133
nup153	NUP153
nup155	NUP155
nup160	NUP160
nup188	RP11-101E3.5
nup205	NUP205
nup214	NUP214
nup35	NUP35
nup37	NUP37
nup43	NUP43
nup50	NUP50
LOC107395253	NUP54
nup62l	NUP62
nup85	NUP85
nup93	NUP93
nup98	NUP98
nup58	NUP58
nupr1b	NUPR2
nus1	NUS1
nusap1	NUSAP1
nvl	NVL
nwd1	NWD1
nxf1a	NXF1
nxn	NXN
nxnl1	NXNL1
LOC107390483	NXNL1
nxnl2	NXNL2
nxpe3	NXPE3
LOC107382977	NXPE3
nxph1	NXPH1
LOC107379185	NXPH1
nxph2a	NXPH2
LOC107385341	NXPH4
LOC139063390	NXPH2
nxt2	NXT1
LOC107386509	NYAP1
khnyn	NYNRIN
nyx	NYX
oafa	OAF
LOC107391263	OARD1
oat	OAT
oatx	SLC22A7
oaz1a	OAZ1
stn1	STN1
obsl1a	OBSL1
obsl1b	OBSL1
oc90	RP11-240B13.2
oca2	OCA2
oclna	OCLN
oclnb	OCLN
ocrl	OCRL
ocstamp	OCSTAMP
LOC107386077	ODF2
LOC107383820	ODF2L
cimap1d	ODF3L2
odf3l2a	ODF3L2
tenm2a	TENM2
tenm4	TENM4
tdgf1	TDGF1
ofd1	OFD1
ogdhb	OGDH
ogdha	OGDH
ogfod1	OGFOD1
ogfod2	OGFOD2
ogfod3	OGFOD3
LOC107385110	OGFR
ogfrl1	OGFRL1
ogg1	OGG1
ogna	OGN
ogt.1	OGT
atp6v0ca	ATP6V0C
septin7b	39326
LOC107396079	POMZP3
LOC107395760	USMG5
LOC107376903	ZNF638
LOC107376905	ZNF638
LOC107376895	ZNF638
LOC107377297	UBA52
slc12a7b	SLC12A7
LOC107395671	PRF1
LOC107387257	PGBD4
LOC129164885	PGBD4
LOC129161648	PPP5C
tm6sf2a	TM6SF2
LOC107387203	USP2
paqr8	PAQR8
LOC129165284	CEMIP
LOC139062517	CEMIP
LOC107387604,LOC107388195	CEMIP
tra2b	ASTL
hes6	HES6
LOC107396369	ZNF326
ccdc14	CCDC14
fgf13b	FGF13
LOC107394419	DEPTOR
LOC107396475	GIMD1
LOC107384578	ZNF180
LOC107388933,gnai1	GNAI1
LOC107395751	A2ML1
arf2a	ARF1
LOC107377342	RP11-327P2.7
LOC129164587	RP11-327P2.7
LOC107391381	RP11-327P2.7
si:dkey-240h12.4	DAPK3
LOC107378667	PON1
bpifcl	BPIFC
cwc15	CWC15
LOC107379602	S100P
s100w	S100A10
LOC107386212	RAPGEF1
LOC107372638	HLA-DMB
LOC107380873	PRPS2
LOC107395367	CYP2J2
LOC107393680	SERPINA12
LOC107393679	DUSP26
pycr1b	PYCR1
LOC107372901	ASTL
LOC107374031	FMO4
LOC107386136,ppp2cab	PPP2CA
si:dkey-197c15.6	HARBI1
eif4e3	EIF4E3
LOC107396182	ITGB1
si:dkey-17m8.1	SPAG9
LOC107372941	SAT2
rab41	RAB6B
LOC107377180	POMZP3
LOC107384000	POMZP3
si:ch211-171h4.3	SBK2
LOC107394162	BHMT2
LOC139061833	RBP2
LOC107389173	CYP2J2
LOC107389174	CYP2J2
LOC107392602	ADH6
tle2b	TLE4
LOC107376595	POMZP3
ptgs2b	PTGS2
LOC107376999	PRSS48
LOC107384395	PGM1
LOC107384567	INHBB
LOC107382985	ANGPTL5
LOC107382276	ANGPT4
ofcc1	OFCC1
LOC107387503	RAP1A
si:dkey-1h24.6	CD28
def6c	DEF6
LOC129163295	LINC00675
cldn8.1	CLDN17
LOC107382209	PDE6H
tapbp.1	TAPBPL
mcidas	MCIDAS
LOC107379174	UBE2E1
dhrs13b.2	TAPBPL
tspan7	TSPAN7
LOC107385078	ARF4
LOC107395450	ZP4
LOC107374124	PRSS1
LOC107389325	FGF23
LOC107386445	DCX
LOC107379641	TMEM244
dbx1a	DBX1
ube2v1	TMEM189-UBE2V1
si:ch211-161h7.8	TSTD1
LOC107397253	RTP3
LOC107397256	RTP3
glis3	GLIS3
LOC107382166	CXCL6
exoc1l	RP11-345F18.1
LOC129163491	TMPRSS3
mfsd14bb	MFSD14B
LOC107391722	HIST1H1A
LOC129167223	HIST1H1A
LOC107382255	HIST1H1A
spag8	SPAG8
LOC107396703	NME2
fam20cl	FAM20C
LOC107378176	SERPINA12
LOC107381527,zgc:92606	GABARAPL1
zgc:113263	PAICS
LOC107382593	TNIP3
sumo2a	SUMO4
LOC107387937	FAM109A
ddx19a	DDX19A
LOC107392518	KRT32
pierce1	C15orf65
ube2al,ube2b	UBE2A
cimap1b	ODF3
LOC107388634	MYO5A
msx3	MSX2
glb1l2	GLB1L3
casp8	CASP8
zgc:101765	AKR1A1
ahr1b	AHR
LOC107389262	CCL20
LOC107381527,zgc:92606	GABARAPL2
LOC107388723	CCDC106
LOC107381578	CTRB1
gnas	GNAL
LOC107391903	C3
myl13	MYL3
cart3	CARTPT
foxb1a	FOXB1
LOC107383966	ZP4
LOC107379994	DHRS11
emg1	EMG1
lamb1a	LAMB1
LOC129167251	CST7
LOC107394958	APOA4
LOC107379398	APOA4
LOC107390637	GSTP1
LOC107390786	GSTP1
ogal	MGEA5
LOC107383764,fkbp1ab,fkbp1b	FKBP1B
LOC129163915	GJB6
marc1	37316
kiz	KIZ
dnaaf10	WDR92
six3b	SIX3
LOC139071781	NNT
chmp4ba	CHMP4C
LOC107378102	EML1
LOC107389113	FAM3C
LOC107388898	POMZP3
si:ch211-114c17.1	PRPF39
ftr86	TRIM29
wu:fa19b12	NOB1
LOC107385077	CRP
gata2b	GATA2
LOC107384342	AKR1E2
LOC107392111	OLA1
LOC107390009	OLA1
olah	OLAH
LOC107386197	OLFM1
olfm1b	OLFM1
olfm2a	OLFM2
LOC107389901	OLFM2
olfm3a	OLFM3
olfml2a	OLFML2A
olfml2ba	OLFML2B
olfml2bb	OLFML2B
olfml3a	OLFML3
olfml3b	OLFML3
olig1	OLIG1
olig2	OLIG2
olig3	OLIG3
pdca	PDC
oma1	OMA1
omgb	OMG
LOC107386587	OMG
ompa	OMP
ompb	OMP
onecut1	ONECUT1
onecut2	ONECUT2
onecut3a	ONECUT3
LOC107384148	ONECUT3
onecutl	ONECUT2
opa1	OPA1
opa3	OPA3
ophn1	OPHN1
opn1sw1	OPN1SW
LOC107372404	OPN4
LOC107387749	OPN4
opn5	OPN5
oprd1a	OPRD1
oprd1b	OPRD1
oprk1	OPRK1
LOC107382524	OPRK1
oprm1	OPRM1
LOC107374900	OPTN
optn	OPTN
LOC107393664	ORAI1
orai1b	ORAI1
orai2	ORAI2
orc1	ORC1
orc2	ORC2
orc3	ORC3
orc4	ORC4
orc5	ORC5
ormdl1	ORMDL1
ormdl2,ormdl3	ORMDL1
ormdl2,ormdl3	ORMDL3
os9	OS9
LOC107377366	OSBP2
LOC107397379	OSBP2
osbp2a	OSBP2
osbp2b	OSBP2
osbpl11	OSBPL11
osbpl1a	OSBPL1A
LOC107383937	OSBPL1A
LOC107390656	OSBPL2
osbpl3b	OSBPL3
LOC107383382	OSBPL3
ptprjb.1	OSBPL5
osbpl6	OSBPL6
osbpl7	OSBPL7
LOC107391826	OSBPL7
osbpl9	OSBPL9
oscp1b	OSCP1
LOC107373216	OSCP1
osgep	OSGEP
osgepl1	OSGEPL1
osgn1	OSGIN1
osgin2	OSGIN2
osmr	OSMR
osr1	OSR1
osr2	OSR2
ostf1	OSTF1
ostm1	OSTM1
otc	OTC
otofa	OTOF
LOC107392000	OTOF
otog	OTOG
otogl	OTOGL
otol1b	OTOL1
otol1a	OTOL1
otop1	OTOP1
otop2	OTOP2
LOC107394165	OTP
otpa	OTP
glis2b	GLIS2
otub1b	OTUB2
LOC107392347	OTUB2
LOC107382470	OTUD1
otud3	OTUD3
otud4	ALG13
otud5a	OTUD5
otud6b	OTUD6B
otud7a	OTUD7A
otud7b	OTUD7B
otx2b	OTX2
LOC107390481	OVGP1
LOC107390482	OVGP1
chia.1	OVGP1
ovol1a	OVOL1
oxa1l	COX18
oxct1a	OXCT1
LOC107387242	OXER1
LOC107377845	GPR31
gpr31	GPR31
oxld1	OXLD1
oxnad1	OXNAD1
oxr1a	OXR1
oxsm	OXSM
oxsr1b	STK39
LOC107394127	AVP
oxtra	OXTR
oxtrb	OXTR
p2rx1	P2RX1
p2rx2	P2RX2
p2rx3b	P2RX4
p2rx5	P2RX5
LOC107383711	GIN1
LOC139062280	P2RX7
p2rx7	P2RX7
LOC139070009	P2RX7
LOC107374030	P2RX7
p2ry1	P2RY1
p2ry10	P2RY10
LOC107383002	P2RY13
LOC107383165	P2RY13
LOC107379870	P2RY14
p2ry2.1	P2RY2
LOC107380433	P2RY6
p2ry8	P2RY8
LOC107387232	P4HA1
p4ha1b	P4HA1
LOC107386792	P4HA2
p4ha3	P4HA3
p4hb	P4HB
p4htmb	P4HTM
LOC107391013	P4HTM
pa2g4a	PA2G4
pa2g4b	PA2G4
LOC139064253	PABPC1
LOC107378871	PABPC1
pabpc4	PABPC5
pabpn1	PABPN1
pabpn1l	PABPN1L
pacrg	PACRG
pacs2	PACS2
pacsin1a	PACSIN1
pacsin1b	PACSIN1
pacsin2	PACSIN2
LOC107385009	PADI4
paf1	PAF1
pafah1b1a,pafah1b1b	PAFAH1B1
pafah1b2	PAFAH1B2
pafah1b3	PAFAH1B2
pag1	PAG1
pah	PAH
paics	PAICS
paip1	PAIP1
LOC107380982	PAIP2B
paip2b	PAIP2B
pak1	PAK1
pak1ip1	PAK1IP1
LOC107392096	PAK2
pak2b	PAK2
LOC107386444	PAK3
pak4	PAK4
pak6b	PAK6
LOC107392482	PAK6
pak5	PAK5
pald1a	PALD1
palld	PALLD
palm1b	PALM
palm2akap2	PALM2-AKAP2
palm3	PALM
LOC107382616	PALMD
pam	PAM
pam16	CORO7
pamr1b	PAMR1
pan2	PAN2
pan3	PAN3
pank1a	PANK1
pank2	PANK2
pank4	PANK4
LOC107374522	PANX1
LOC107392815	PANX1
panx2	PANX2
trabd	TRABD
LOC139061471	PANX3
LOC107375622	PAOX
LOC107375621	PAOX
tent2	PAPD4
tent4b	PAPD5
LOC107378754	PAPD7
tent4a	PAPD7
paplnb	PAPLN
papolg	PAPOLG
pappaa	PAPPA
pappa2	PAPPA2
papss1	PAPSS1
LOC107376032	PAPSS2
paqr3a	PAQR3
LOC107396805	PAQR3
paqr4b	ADIPOR2
paqr5b	PAQR5
paqr6	PAQR6
paqr7b	PAQR7
paqr9	PAQR9
tcf15	TCF15
pard3ab	PARD3
pard6a	PARD6A
pard6b	PARD6B
pard6gb	PARD6G
LOC107387805	PARG
prkn	PARK2
park7	PARK7
parla	PARL
parm1	PARM1
parn	PARN
parp1	PARP1
parp10	PARP10
LOC107385532	PARP11
parp12a	PARP12
LOC107386131	PARP15
parp16	PARP16
parp2	PARP2
parp3	PARP3
parp4	PARP4
LOC139071863	PARP6
parp9	PARP9
parpbp	PARPBP
pars2	PARS2
parvaa	PARVA
parvb	PARVB
parvg	PARVG
pask	PASK
patl1	PATL1
patl2	PATL1
patz1	VEZF1
pawr	PAWR
pax1a	PAX1
pax2a	PAX2
LOC107387816	PAX2
pax3a	PAX3
pax4	PAX4
pax5	PAX5
pax6b	PAX6
LOC107389414	PAX6
pax7a	PAX7
pax8	PAX8
pax9	PAX9
paxbp1	PAXBP1
paxip1	PAXIP1
pbdc1	PBDC1
pbk	PBK
LOC107381878	PBLD
pbrm1	PBRM1
pbrm1l	PBRM1
LOC107387365	PBX3
pbx2	PBX3
pbx3b	PBX3
pcxb	PC
LOC107385316	PCBP2
pcbp3	PCBP3
LOC107384694	PCBP3
LOC107391061	PCBP4
pcbp4	PCBP4
pcca	PCCA
pccb	PCCB
pcdh11	PCDH11Y
pcdh12	PCDH12
LOC107376025	PCDH15
pcdh17	PCDH17
LOC107389959	PCDH17
pcdh18a	PCDH18
pcdh18b	PCDH18
pcdh19	PCDH19
pcdh1a	PCDH1
LOC107380771	PCDH1
pcdh20	RP11-310K10.1
LOC107373966	PCDHA1
LOC107396865	PCDHB2
pcdh7a	PCDH7
pcdh7b	PCDH7
pcdh8	PCDH8
LOC107381645	PCDH9
pcf11	PCF11
pcgf1	PCGF1
LOC107396435	COMMD3-BMI1
LOC107374379	PCGF3
pcgf5b	PCGF5
pcgf6	PCGF6
pcid2	PCID2
pcif1	PCIF1
pck1	PCK1
pck2	PCK1
pcloa	PCLO
pclob	PCLO
pcm1	PCM1
pcmt	PCMT1
pcmtd1	PCMTD1
LOC107396518	PCMTD2
pcna	PCNA
LOC107381671	PCNP
pcnt	PCNT
pcnx1	PCNX1
pcnx2	PCNX2
LOC107386383	PCNX1
pcnx4	PCNX4
pcolcea	PCOLCE
LOC107391625	C17orf58
pcolceb	PCOLCE
pcolce2b	PCOLCE2
LOC107378333	GPSM2
pcp4b	PCP4
pcsk1	PCSK1
pcsk2	PCSK2
pcsk5b	PCSK5
pcsk5a	PCSK5
pcsk7	PCSK7
pcsk9	PCSK9
pctp	PCTP
pcyox1	PCYOX1
LOC107386753	PCYOX1L
LOC107382960	PCYT1B
LOC107386410	PCYT1B
pcyt2	PCYT2
pdap1a	PDAP1
pdap1b	PDAP1
pdcb	PDC
LOC107392130	PDCD10
pdcd11	PDCD11
LOC139070477	PDCD1LG2
pdcd2	PDCD2
pdcd2l	PDCD2
pdcd4b	PDCD4
pdcd5	PDCD5
pdcd6	PDCD6
pdcd6ip	PDCD6IP
pdcd7	PDCD7
aifm1	AIFM1
pdcl	PDCL
pdcl3	PDCL3
gatd1	PDDC1
pde10a	PDE10A
pde11a	PDE11A
pde12	PDE12
pde1a	PDE1C
LOC107385307	PDE1B
pde1cb	PDE1C
LOC107380473	PDE2A
LOC107388602	PDE3A
LOC107380405	PDE3A
pde3b	PDE3B
pde4a	PDE4A
LOC107392825	PDE4C
pde4d	PDE4D
pde4dip	PDE4DIP
wu:fj49a02	PDE4DIP
pde6a	PDE6A
pde6b	PDE6B
pde6c	PDE6C
pde6d	PDE6D
pde6gb	PDE6G
pde7a	PDE7A
LOC107377479	PDE7B
pde8a	PDE8A
pde8b	PDE8B
pdf	PDF
LOC107373888	PDGFA
pdgfbb	PDGFB
pdgfba	PDGFB
pdgfc	PDGFC
pdgfra	PDGFRA
pdgfrb	PDGFRB
pdgfrl	PDGFRL
pdha1a	PDHA1
pdha1b	PDHA1
pdhb	PDHB
pdhx	PDHX
pdia3	PDIA3
pdia4	PDIA4
pdia5	PDIA5
pdik1l	PDIK1L
pdia6	PDIA6
pdk1	PDK1
pdk2a	PDK4
pdk3a	PDK3
pdk4	PDK4
pdlim1	PDLIM1
pdlim2	PDLIM2
LOC107397062	PDLIM3
pdlim4	PDLIM4
pdlim5a	PDLIM5
pdlim5b	PDLIM7
pdp1	PDP1
pdp2	PDP2
pdpk1b	PDPK1
pdpr	PDPR
pdrg1	PDRG1
pds5a	PDS5A
pds5b	PDS5B
pdss1	PDSS1
pdss2	PDSS2
pdx1	PDX1
pdxdc1	PDXDC1
LOC107390226	PDXK
pdxkb	PDXK
pdxp	PDXP
pdyn	PDYN
pdzd11	PDZD11
pdzd2	PDZD2
LOC107396355	PDZD3
LOC107386360	PDZD3
LOC107390507	PDZRN3
LOC107387657	PDZD7
pdzd7a	PDZD7
pdzd8	PDZD8
pdzk1	PDZK1
pdzrn3b	PDZRN3
pdzrn4	PDZRN4
LOC107376975	PEA15
pear1	MEGF10
pebp1	PEBP1
LOC107393761	PEBP1
pef1	PEF1
LOC107382286	PELI1
peli1b	PELI1
peli2	PELI3
peli3	PELI1
pemt	PEMT
LOC107383267	PENK
pepd	PEPD
per1b	PER1
per2	PER2
LOC107388065	PER2
per3	PER3
perp	PERP
pes	PES1
gatb	GATB
pex1	PEX1
pex10	PEX10
pex11a	PEX11A
pex11b	PEX11B
pex11g	PEX11G
pex12	PEX12
pex13	PEX13
pex14	PEX14
pex16	PEX16
pex19	PEX19
pex26	PEX26
pex3	PEX3
pex5	PEX5
LOC107374170	PEX5L
pex5la	PEX5L
pex6	PEX6
pex7	PEX7
pfas	PFAS
pfdn1	PFDN1
pfdn4	PFDN4
pfdn5	PFDN5
pfdn6	PFDN6
LOC107390463	PFKFB1
pfkfb2b	PFKFB2
LOC107391085	PFKFB2
pfkfb3	PFKFB3
LOC107384937	PFKFB4
pfkfb4b	PFKFB4
pfkla	PFKL
pfkma	PFKM
pfkmb	PFKM
pfkpa	PFKP
LOC107383427	PFKP
pfn1	PFN2
LOC107392739,LOC107396785	PFN2
LOC107375692,pgam1b	PGAM2
pgam2	PGAM2
pgam5	PGAM5
pgap1	PGAP1
pgap2	PGAP2
pgap3	PGAP3
pgbd5	PGBD5
pgd	PGD
pgfb	CIPC
pggt1b	PGGT1B
pgk1	PGK2
pgls	PGLS
LOC107396844	PGLYRP2
pglyrp5	PGLYRP3
pgm1	PGM1
pgm2	PGM2
pgm2l1	PGM2L1
pgm3	PGM3
pgm5	PGM5
pgp	PGP
pgpep1	PGPEP1
pgr	PGR
pgrmc1	PGRMC1
pgrmc2	PGRMC2
LOC107387730	PGS1
phactr2	PHACTR2
phactr3a	PHACTR3
phactr3b	PHACTR3
phactr4a	PHACTR4
phactr4b	PHACTR4
phax	PHAX
phb	PHB
LOC107383731	PHB2
phc1	PHC1
LOC107394833	SLC2A1
si:ch211-230g15.5	PHC3
phex	PHEX
phf10	PHF10
phf11	PHF11
phf12b	PHF12
phf13	PHF13
phf14	PHF14
jade2	JADE2
jade1	JADE1
phf19	PHF19
phf2	FAM120A
phf20a	PHF20
LOC107391505	PHF20
phf21ab	PHF21A
phf21b	PHF21B
phf23b	PHF23
phf3	PHF3
phf6	PHF6
phf8	FAM120A
phgdh	PHGDH
phip	PHIP
phka1a	HDAC8
phka2	PHKA2
phkb	PHKB
LOC107380364	PHKG1
phkg2	PHKG1
LOC107388054	PHKG1
phlda2	PHLDA2
phlda3	PHLDA3
phldb1a	PHLDB1
phldb2b	PHLDB2
phldb2a	PHLDB2
phlpp1	PHLPP1
LOC107393043	PHLPP1
phlpp2	PHLPP2
phospho1	PHOSPHO1
LOC107387866	PHOSPHO1
phospho2	PHOSPHO2
phox2a	PHOX2A
phox2bb	PHOX2B
phpt1	PHPT1
phrf1	PHRF1
phtf1	PHTF1
LOC107384969	PHTF2
phyh	PHYH
phyhd1	PHYHD1
LOC107387514	PHYHIPL
LOC107375954	PHYHIPL
pi15a	PI15
pi4k2a	RP11-548K23.11
pi4k2b	PI4K2B
pi4kaa	PI4KA
pi4kab	PI4KA
pi4kb	PI4KB
LOC107381742	PIAS1
pias1b	PIAS1
pias4a	PIAS4
pibf1	PIBF1
picalmb	PICALM
pick1	LNX1
pid1	PID1
pidd1	LRCH4
piezo1	PIEZO1
LOC107383535	PIEZO2
pif1	PIF1
piga	PIGA
pigb	PIGB
pigc	PIGC
pigf	PIGF
pigg	PIGG
pigh	PIGH
pigk	PIGK
pigl	PIGL
pigm	PIGM
pign	PIGN
pigo	PIGO
pigp	PIGP
pigq	PIGQ
pigr	CD300C
pigs	PIGS
pigt	PIGT
pigu	PIGU
pigv	PIGV
pigw	PIGW
pigx	PIGX
pih1d1	DNAAF2
pih1d2	PIH1D2
dnaaf6	PIH1D3
pik3ap1	PIK3AP1
pik3c2a	PIK3C2A
pik3c2b	PIK3C2B
pik3c2g	PIK3C2B
pik3c3	PIK3C3
LOC107384477,pik3ca	PIK3CA
pik3cb	PIK3CB
pik3cd	PIK3CD
pik3cg	PIK3CG
pik3ip1	PIK3IP1
pik3r1	PIK3R1
LOC107386134	PIK3R1
LOC107392821	AC007192.4
LOC107374040	PIK3R3
pik3r4	PIK3R4
pik3r5	PIK3R5
LOC107376244	PIK3R5
pikfyve	PIKFYVE
pim1	PIM1
pim2	PIM2
pim3	PIM3
pin4	PIN4
pink1	PINK1
pinx1	PINX1
gsap	GSAP
pip4k2aa	PIP4K2A
LOC107396434	PIP4K2B
LOC107385647	PIP4K2C
LOC107394645	PIP5K1A
pip5k1ab	PIP5K1A
pip5k1ba	PIP5K1B
pip5k1bb	PIP5K1B
pip5k1ca	PIP5K1C
LOC107384120	PIP5K1C
LOC107390375	PIP4K2C
pip5kl1	PIP5KL1
pipox	PIPOX
pir	PIR
LOC107378619	PIRT
pisd	PISD
pithd1	PITHD1
LOC107397140	PITPNA
pitpnab	PITPNA
pitpnb	PITPNB
LOC107393712	PITPNB
LOC107391647	PITPNC1
pitpnc1a	PITPNC1
pitrm1	PITRM1
pitx1	PITX1
pitx2	PITX2
piwil1	PIWIL1
piwil2	PIWIL2
LOC107382967	PKD1L1
pkd2	PKD2
pkd2l1	PKD2L1
pkib	PKIB
pkig	PKIG
pkma	PKM
LOC107388617	PKM
pkmyt1	WEE2
pkn1a	PKN1
pkn1b	PKN1
pkn2a	PKN2
pkn3	PKN3
LOC107386042	PKN3
pknox1.1	PKNOX1
LOC107386025	PKNOX2
LOC107390950	PKP1
LOC107385037	PKP1
pkp2	PKP1
pkp3a	PKP1
LOC139071709	PKP1
LOC107390081	PKP4
LOC107377197	PKP4
LOC107375440	EIF2AK2
LOC107380907	DDX3X
pla1a	LIPI
pla2g10	PLA2G10
pla2g12a	PLA2G12A
pla2g12b	PLA2G12B
LOC107397045	PLA2G12B
pla2g15	PLA2G15
LOC107396450	PLA2G10
LOC107396433	PLA2G10
pla2g1b	PLA2G10
pla2g3	PLA2G3
LOC107393706	PLA2G3
LOC107392886	PLA2G4A
LOC107391550	PLA2G4C
LOC107375181	PLA2G6
pla2g7	PLA2G7
pla2r1	PLA2R1
plaa	PLAA
LOC107374817	PLAC8
plac8l1	PLAC8L1
plag1	PLAG1
plagl2	PLAGL2
LOC107390566	PLAGL2
plat	PLAT
plaua	PLAU
plbd1a	PLBD2
plbd2	PLBD2
plcb1l	PLCB1
plcb1	PLCB1
plcb2	PLCB2
plcb3	PLCB2
plcd1a	PLCD1
LOC107384265	PLCD1
plcd3a	PLCD3
plcd3b	PLCD3
plcd4a	PLCD4
plcd4b	PLCD4
plce1	PLCE1
plcg1	PLCG1
plcg2	PLCG2
plch1	PLCH1
plch2b	PLCH2
plch2a	PLCH2
plcl1	PLCL2
LOC107379167	PLCL2
LOC107383278	PLCL2
plcxd2	PLCXD2
plcxd3	PLCXD3
pld1b	PLD1
pld1a	PLD1
pld2	PLD2
pld3	PLD3
LOC107392460	PLD4
pld5	PLD5
pld6	PLD6
pleca	PLEC
LOC107378920	PLEC
macf1b	PLEC
plek	PLEK
plek2	PLEK2
LOC107375926	PLEKHA1
plekha1b	PLEKHA1
plekha2	PLEKHA2
plekha3	PLEKHA3
plekha4	PLEKHA7
LOC139068933	PLEKHA5
LOC107388605	PLEKHA5
plekha7a	PLEKHA7
plekha7b	PLEKHA7
plekha8	PLEKHA8
plekhb1	PLEKHB1
plekhb2	PLEKHB2
plekhd1	PLEKHD1
LOC107376259	PLEKHF1
plekhf2	PLEKHF2
LOC107377633	PLEKHG1
LOC129152284	PLEKHG2
LOC139062761	PLEKHG3
LOC107392475	PLEKHG3
plekhg4	PLEKHG4
LOC107374152	PLEKHG4B
plekhg5b	PLEKHG5
plekhg6	PLEKHG6
plekhg7	PLEKHG7
plekhh1	PLEKHH1
plekhh2	PLEKHH2
plekhh3	PLEKHH3
plekhj1	FAM109A
plekhm1	PLEKHM1
plekhm2	PLEKHM2
plekhm3	PLEKHM3
plekhn1	PLEKHN1
plekho1a	PLEKHO1
plekho1b	PLEKHO1
plekho2	PLEKHO1
LOC107387878	PLEKHS1
plg	LPA
LOC107375253	PLIN2
plin2	PLIN2
plin3	PLIN3
plk1	PLK1
plk2b	PLK2
plk3	PLK3
plk4	PLK4
plod1a	PLOD1
plod2	PLOD2
plp1a	PLP1
plp1b	PLP1
plp2b	PLP2
plrg1	PLRG1
pls1	PLS1
pls3	PLS3
LOC107391212	PLS3
si:ch73-206p6.1	PLSCR5
LOC107377381	TMEM256-PLSCR3
pltp	PLTP
LOC107378563	PLXDC1
plxdc2a	PLXDC2
plxna2	PLXNA2
LOC107385003	PLXNA2
plxna3	PLXNA3
plxna4	PLXNA4
plxnb1a	PLXNB1
LOC107397087	PLXNB1
LOC107387024	PLXNB2
plxnb2b	PLXNB2
plxnb3	PLXNB1
plxnc1	PLXNC1
plxnd1	PLXND1
pm20d1.2	PM20D1
LOC107392038	PM20D2
pmela	PMEL
pmelb	PMEL
pmepa1	LDLRAD4
pmf1	PMF1
LOC107376315	PMM2
pmm2	PMM2
LOC107395745	PMP22
pmp22b	PMP22
pmpca	PMPCA
pmpcb	PMPCB
pms1	PMS1
pms2	PMS2
pnisr	PNISR
pnkd	PNKD
